Name,Location,Locality,City,Rating,Cost,Place_ID,Photo_Reference
Station Bar,"F-Block,Connaught Place, Central Delhi", Central Delhi,Delhi,4.1,2000,ChIJf2ivlf79DDkRNgVyDkuGs7s,AdDdOWqZhAmDp50MzzLILoeMfJ8ow4nxnriVgCUkFvcDnOticTe0BWOZD3QBVMRnRXLO65H0Mbqc_GRU_jaC1qHX-DeHyaCVbZyIjx-qmPBJxAeasGKm8jmeXu6FGl3Gv--WUgktkIrCsQQzbRhadTh6h96YtqOjA7k-VJUJrWPAVUbxHLJ1
Warehouse Cafe,"Connaught Place, Central Delhi", Central Delhi,Delhi,4.1,2500,ChIJU2Dbcjf9DDkRkxy_f7bRvfM,AdDdOWoIs34UhecZH0xsDVE5YHXIFtLMf9C_peV65lpIw5SrdotRskNANu5qEcBDEQBKCnhbUfGlVAPv38io63Rkr-OCtRarMcwgdbJtwcSXKXQhT_xE-h9j6KvaUGfafAX_1Bd19Fwn96_Et0XOMTIw0jwIstpR5LgmQPC3yEERwlpQqw7u
Padmanabham,"Janpath, Central Delhi", Central Delhi,Delhi,4.2,700,ChIJTWBy_B7jDDkRI7OyaQA7F6c,AdDdOWoa0atJJB8jWvqd6N0UVxzJDLFOsUR3hesmojA1YVuSAPRCZ68QFkbPt0A1oSTvBgpZY5Alz1VndHZ0qu9a4x4OiAgKBJM-0Dcly5lGGXaAlxbgAHmQtRZPIk8xWGaqx7ymimi-7GdrZuSb3PnrWGAnVZmj36gZUyPv7JzJ5QOJ7wL8
Unplugged Courtyard,"Connaught Place, Central Delhi", Central Delhi,Delhi,4.1,2000,ChIJlW15fDf9DDkReQEHAQy4h_4,AdDdOWqNSKFp1eq03X6aTIyZDaBKOXMbfna7g0A5jPVMwTFhgzNaFCE32MYg0pbLPFJLsUu642LFDoeGvWQSZwgfSDxbOvdqj8QfeQ--e4GeVCPQd09b4ASZx0SR63Cbp0sbH-mrKUfJ7JUHQwfggoNIDCw0lQLHGxEEkOsuJSNrMkxyEdkU
38 Barracks,"M-Block,Connaught Place, Central Delhi", Central Delhi,Delhi,4.3,1700,ChIJRzcLMDf9DDkRQr1ZHyrC8WM,AdDdOWqUmvki_llW1RgHyD_OY_XFOC54BuZjD-m1D4dMBpi28DR00rlxVFDTZAEYpulSzWsLqTiersov-4CKdWXNpWU68Rj-18CjGsawiR-ccycjO3OERkfniwK3Pj99uIkwWas8xIRJQXTUWJ38IT64qL8r3mWkUr4fLYEazeEWcF4mg3_Y
Ministry Of Beer,"M-Block,Connaught Place, Central Delhi", Central Delhi,Delhi,4.0,2100,ChIJvf5v2kn9DDkR6m-lNFj2vvE,AdDdOWpGggipXuQ_MZCC6M3DUvHH9l1-sFTiT6orJj0_mH-c2TCwgi4GxR1QkNYrT39EZdMMe7Xr0YXGdjU5TOVImyQJAsHmSj-ySu9vzSBln_Lch-af_2P5xrRV2S4IrofNxRKuzxRdRqdGMwJUY-DpG8rLOv6Z_9iYbxPvwMH08Luwlas7
Sandoz,"Connaught Place, Central Delhi", Central Delhi,Delhi,4.2,1500,ChIJmxWbOEj9DDkRnll1p98TTvM,AdDdOWoVIG7nXkOs9CNdISscZwOJizSXJS_GMFeWAaGcLaAGzmig52R6IEoajQ5tSxk65fgqrDGCQQ6OzaDtrarIRbuEaG-v0goQcE1jjbvSlx-kftspEJ7AXib0OQ3dz2UP-SgsdUjJ86N92XgMBcBd2GZpHqp-xewZmQu9c7Mp7Nwouq0
Farzi Cafe,"Connaught Place, Central Delhi", Central Delhi,Delhi,4.2,2000,ChIJhSQX4zb9DDkRWCjFRnNLnyA,AdDdOWoE9Utz4zNCh6HZwZpGqUrxBOqh_OBHn4-ddb7mKcqg-FnZlZXVsFWw4jvEpgZCk5bZXCH4ObnmO0_ZXtDsA4J21aTZYAeJUB2tv3ZHER3GSCFdhbdk9CzPeIDZ8BsvRiNGir5xwJuvIZLbRGkHAQo--CDdq05NlM3tFUqqqk0Dl24x
Openhouse Cafe,"Connaught Place, Central Delhi", Central Delhi,Delhi,4.2,2200,ChIJZYWaxTf9DDkRWQYeSawJetw,AdDdOWoo7NHcTwNUE_5Pm_zRZksxqodtEyp7FxCweRKkSDZ8BKMvdr-5wpF08OWZmwegpdPfBQyZyDT39FyxAJXEBcou-FOsCra_i_YiR7cYA6iAhWyCs61SNCkc8kXaDGkpWAzggiQzuiGpiDjXg-nlTpnuYwi-NkGSm1Jp5rqyaH43ypUb
Lord of the Drinks,"Connaught Place, Central Delhi", Central Delhi,Delhi,4.2,2000,ChIJH-pizUn9DDkREnUDT6t4d1o,AdDdOWpvEMq5cP-oiTXYS7JTeyfPnRqFPNTrYdMLc-VUHEDZql5FZ2n8kFv5DqOZsEvkKiy6Tgqc7OlF_dyn0o0cHGdmiI4r0D6xd5rE6Ktb3JD1CXhpL5tJ2_AgWyOTwNdcA9Z_4bD_UX8NE8OIwUJOUiSQNF-E9tpCbBD4df4YUx20e5TA
